fat_g,fiber_g,calories,food_id,potassium_mg,sodium_mg,source,name,carbs_g,cholesterol_mg,sugar_g,protein_g,category,cuisine,sat_fat_g,low_gi,low_sodium,diabetic_friendly,heart_healthy,vegetarian,vegan,meal_type
14.13,2.2,250.0,148,165.0,565.0,USDA,"Chicken, FC CN Chick-Licious Brst Patties; avg 49/3.25 oz",14.13,38.0,0.0,14.13,Other,American,3.26,0,0,0,0,0,0,lunch
9.0,0.0,190.0,149,233.0,550.0,USDA,"Chicken, FC Breaded Southern Select Breast Fillet 4oz.",14.0,45.0,2.0,15.0,Other,American,1.5,0,0,0,0,0,0,lunch
0.88,0.0,82.0,150,0.0,400.0,USDA,"Chicken, Bnls/Skls, Raw Easy Prep Farm Pantry 6 oz. Fillet, Gluten Free",0.0,50.0,0.0,20.0,Other,American,0.29,0,0,0,0,0,0,lunch
9.28,0.0,216.0,151,206.0,742.0,USDA,"Chicken,FC Chik'N Gone Wild Brd Bnls Wing w/Real Kentucky Bourbon",21.65,31.0,8.25,11.34,Other,American,1.55,0,0,0,0,0,0,lunch
11.76,0.0,188.0,152,189.0,518.0,USDA,"Chicken, Fully Cooked Original Honey Touched 3 pc No Wing, 17 oz. Avg, / 10 servings",4.71,71.0,0.0,16.47,Other,American,2.94,0,0,0,0,0,0,lunch
13.48,2.2,236.0,153,288.0,382.0,USDA,"Chicken, FC CN Whole Grain Breaded Breast Patties; avg 51/3.15 oz",13.48,45.0,1.12,14.61,Other,American,2.81,0,0,0,0,0,0,lunch
10.0,1.0,210.0,154,241.0,590.0,USDA,Perfect Answers NAE Panko Portioned Tender,13.0,40.0,0.0,15.0,Other,American,2.0,0,0,0,0,1,1,lunch
10.59,0.0,188.0,155,466.0,388.0,USDA,"Chicken, FC Healthy Answers NAE Grilled Brst Cutlet avg 64/3 oz",3.53,82.0,0.0,17.65,Other,American,3.53,0,0,0,0,0,0,dinner
15.38,3.8,462.0,156,115.0,846.0,USDA,PEPPERIDGE FARM CRACKERS CHEDDAR JACK,69.23,19.0,3.85,11.54,Other,American,3.85,1,0,0,0,1,1,snack
28.57,0.0,571.0,157,107.0,714.0,USDA,PEPPERIDGE FARM COOKIES BUTTER PECAN,67.86,89.0,35.71,7.14,Other,American,16.07,0,0,0,0,1,0,snack
17.86,3.6,429.0,158,393.0,54.0,USDA,Sun-Maid Vanilla Yogurt Covered Raisins 6-Pack/1 oz Cartons,67.86,0.0,60.71,3.57,Other,American,17.86,0,1,0,0,1,0,snack
0.0,0.0,29.0,159,8.0,8.0,USDA,V8 SPLASH BEVERAGE ORANGE PINEAPPLE,7.08,0.0,6.67,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,7.5,250.0,160,725.0,0.0,USDA,Sun-Maid California Pitted Prunes 16 oz Canister,65.0,0.0,37.5,2.5,Other,American,0.0,0,1,0,1,1,1,lunch
47.62,0.0,571.0,161,0.0,2190.0,USDA,Naturally Hickory Smoked The Original 24/1 LB. Sliced Bacon,0.0,71.0,0.0,38.1,Other,American,16.67,0,0,0,0,0,0,lunch
0.0,5.0,300.0,162,750.0,25.0,USDA,Sun-Maid California Mixed Jumbo Raisins 12 oz Bag,77.5,0.0,65.0,2.5,Other,American,0.0,0,1,0,1,1,1,lunch
47.62,0.0,571.0,163,0.0,2190.0,USDA,Naturally Hickory Smoked The Original 8X3/1 LB. Sliced Bacon,0.0,71.0,0.0,38.1,Other,American,16.67,0,0,0,0,0,0,lunch
20.0,3.3,433.0,164,400.0,50.0,USDA,Sun-Maid Vanilla Yogurt Flavored Raisins 8 oz Bag,70.0,0.0,60.0,3.33,Other,American,16.67,0,1,0,0,1,0,snack
0.0,5.0,300.0,165,775.0,25.0,USDA,Sun-Maid California Sun-Dried Raisins 2 lb Bag,77.5,0.0,72.5,2.5,Other,American,0.0,0,1,0,1,1,1,lunch
15.18,0.0,205.0,166,0.0,571.0,USDA,Pork Shoulder Roast Boneless with Green Chili with Lime Seasoning,1.79,58.0,0.0,14.29,Other,American,5.36,0,0,0,0,0,0,dinner
20.0,3.3,433.0,167,567.0,67.0,USDA,Sun-Maid Dark Chocolate Yogurt Flavored Raisins 7 oz Bag,66.67,0.0,53.33,6.67,Other,American,16.67,0,1,0,0,1,0,snack
0.0,5.3,316.0,168,737.0,26.0,USDA,Sun-Maid California Sun-Dried Raisins 6-Pack/1.33 oz. Cartons,78.95,0.0,63.16,2.63,Other,American,0.0,0,1,0,1,1,1,lunch
0.0,0.0,19.0,169,63.0,21.0,USDA,V8 HYDRATE BEVERAGE PINEAPPLE MANGO,4.64,0.0,4.22,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,5.0,300.0,170,775.0,25.0,USDA,Sun-Maid California Sun-Dried Raisins 9 oz Box,80.0,0.0,72.5,2.5,Other,American,0.0,0,1,0,1,1,1,lunch
25.93,3.7,444.0,171,296.0,222.0,USDA,PEPPERIDGE FARM COOKIES DARK CHOCOLATE,59.26,0.0,33.33,3.7,Other,American,11.11,0,0,0,0,1,1,snack
0.0,7.5,250.0,172,1200000.0,0.0,USDA,Sun-Maid Mediterranean Apricots 15 oz Canister,55.0,0.0,35.0,2.5,Other,American,0.0,0,1,0,1,1,1,lunch
0.0,5.0,300.0,173,750.0,25.0,USDA,Sun-Maid California Golden Raisins 15 oz Box,77.5,0.0,65.0,2.5,Other,American,0.0,0,1,0,1,1,1,lunch
0.0,7.1,321.0,174,714.0,0.0,USDA,Sun-Maid California Sun-Dried Raisins 0.5 oz Cartons - Case of 300,78.57,0.0,64.29,0.0,Other,American,0.0,0,1,0,1,1,1,lunch
17.39,0.0,435.0,175,0.0,152.0,USDA,CHOCOLATE CHIP COOKIES,60.87,22.0,13.04,4.35,Other,American,6.52,0,0,0,0,1,1,snack
0.0,1.4,64.0,176,171.0,0.0,USDA,"MIXED FRUIT MEDLEY FRESHLY FROZEN STRAWBERRIES, PEACHES, PINEAPPLE & MANGO, MIXED FRUIT MEDLEY",15.0,0.0,12.14,0.71,Other,American,0.0,0,1,0,0,1,1,snack
66.67,6.7,667.0,177,0.0,0.0,USDA,WALNUT HALVES & PIECES,13.33,0.0,3.33,16.67,Other,American,6.67,1,1,1,0,1,1,snack
6.41,6.4,192.0,178,0.0,308.0,USDA,"CALIFORNIA VEGGIE POCKETS, ALL NATURAL, ALL NATURAL",28.21,0.0,2.56,6.41,Other,American,0.0,1,0,1,0,1,0,breakfast
0.4,8.3,166.0,179,0.0,5166.0,USDA,"LEMON FLAVORED SALTED PLUM, LEMON, LEMON",33.14,0.0,16.57,2.17,Other,American,0.0,0,0,0,0,1,1,lunch
0.39,7.2,231.0,180,0.0,1844.0,USDA,SWEET & SOUR FLAVORED SALTED PLUM,53.84,0.0,46.13,1.08,Other,American,0.0,0,0,0,0,1,1,lunch
59.9,6.7,626.0,181,0.0,0.0,USDA,WALNUT BUTTER,19.97,0.0,3.33,16.64,Other,American,6.66,1,1,1,0,1,0,snack
32.14,10.7,536.0,182,1143.0,411.0,USDA,"ORIGINAL REAL VEGETABLE CHIPS, ORIGINAL",57.14,0.0,7.14,3.57,Other,American,1.79,0,0,0,0,1,1,snack
25.0,10.7,464.0,183,0.0,321.0,USDA,MULTI-GRAIN TORTILLA CHIPS,53.57,0.0,0.0,7.14,Other,American,1.79,1,0,0,0,1,1,snack
0.4,1.6,56.0,184,153.0,12.0,USDA,"APPLE, CARROT & SQUASH ORGANIC FRUIT & VEGETABLE PUREE, APPLE, CARROT & SQUASH",12.0,0.0,5.6,0.8,Other,American,0.0,0,1,0,0,1,1,snack
35.21,7.0,493.0,185,0.0,28.0,USDA,BLUE ALGAE NUT BUTTER,28.17,0.0,7.04,21.13,Other,American,7.04,0,1,0,0,1,0,snack
35.21,7.0,486.0,186,0.0,7.0,USDA,BERRY ANTIOXIDANT NUT BUTTER,35.21,0.0,14.08,14.08,Other,American,7.04,0,1,0,0,1,0,snack
35.71,0.0,357.0,187,0.0,357.0,USDA,"ORIGINAL CREAM CHEESE, ORIGINAL",7.14,107.0,7.14,7.14,Other,American,25.0,0,0,0,0,1,0,lunch
3.33,2.2,378.0,188,378.0,0.0,USDA,"100% WHOLE GRAIN INSTANT BROWN RICE, WHOLE GRAIN",77.78,0.0,0.0,8.89,Other,American,0.0,0,1,0,1,1,1,dinner
26.79,0.0,304.0,189,0.0,1018.0,USDA,"ORIGINAL HARDWOOD SMOKED COCKTAIL SMOKIES, ORIGINAL HARDWOOD SMOKED",3.57,62.0,1.79,21.43,Other,American,8.93,0,0,0,0,1,1,lunch
0.0,0.9,85.0,190,0.0,0.0,USDA,PINEAPPLE CHUNKS IN HEAVY SYRUP,20.94,0.0,20.09,0.43,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,2.1,42.0,191,156.0,26.0,USDA,"SUGAR SNAP STIR-FRY WITH SUGAR SNAP PEAS, CARROTS, ONIONS, & SLICED MUSHROOMS, SUGAR SNAP STIR-FRY",8.33,0.0,4.17,1.04,Other,American,0.0,0,1,0,1,1,1,lunch
8.33,3.3,433.0,192,0.0,267.0,USDA,"7 ANCIENT GRAINS RICE CRACKERS WITH SEA SALT, SEA SALT",80.0,0.0,0.0,6.67,Other,American,0.0,1,0,0,1,1,1,dinner
0.0,2.2,378.0,193,22.0,0.0,USDA,INSTANT WHITE RICE,82.22,0.0,0.0,8.89,Other,American,0.0,0,1,0,1,1,1,dinner
6.67,0.0,400.0,194,0.0,267.0,USDA,TITA CRACKERS,80.0,0.0,20.0,6.67,Other,American,0.0,0,0,0,0,1,1,snack
10.0,0.0,467.0,195,0.0,300.0,USDA,"TREATS CRACKERS, VANILLA FLAVORED",80.0,0.0,20.0,6.67,Other,American,0.0,0,0,0,0,1,1,snack
10.0,0.0,467.0,196,0.0,300.0,USDA,ALMONDS TREATS CRACKERS,80.0,0.0,20.0,6.67,Other,American,0.0,0,0,0,0,1,1,snack
10.0,0.0,467.0,197,0.0,300.0,USDA,"TREATS CRACKERS, CINNAMON, CINNAMON",80.0,0.0,20.0,6.67,Other,American,0.0,0,0,0,0,1,1,snack
7.14,0.0,134.0,198,0.0,295.0,USDA,"93% LEAN | 7% FAT TURKEY BURGER PATTIES, TURKEY",0.0,71.0,0.0,19.64,Other,American,2.68,0,0,0,0,0,0,lunch
4.71,0.5,115.0,199,0.0,419.0,USDA,SELECTS LASAGNA WITH MEAT SAUCE,13.61,8.0,3.14,4.71,Other,American,2.09,0,0,0,0,0,0,lunch
10.0,2.2,200.0,200,0.0,89.0,USDA,"ALMOND DREAM, NON-DAIRY FROZEN DESSERT, CHOCOLATE, CHOCOLATE",26.67,0.0,18.89,2.22,Other,American,1.11,0,1,0,1,1,1,lunch
16.07,3.6,464.0,201,189.0,429.0,USDA,"OATMEAL RAISIN WITH WALNUTS SOFTBAKED COOKIES, OATMEAL RAISIN WITH WALNUTS",64.29,36.0,35.71,3.57,Other,American,7.14,0,0,0,0,1,1,dinner
5.0,0.0,350.0,202,0.0,425.0,USDA,"FIG BARS, FIG",70.0,0.0,35.0,5.0,Other,American,2.5,0,0,0,0,1,1,snack
28.22,3.5,529.0,203,0.0,723.0,USDA,"SOUR CREAM & ONION POTATO CHIPS, SOUR CREAM & ONION",59.96,0.0,3.53,7.05,Other,American,5.29,1,0,0,0,1,0,snack
0.0,7.5,325.0,204,0.0,0.0,USDA,CALIFORNIA WHOLE PITTED DATES,75.0,0.0,62.5,2.5,Other,American,0.0,0,1,0,1,1,1,lunch
0.0,0.0,88.0,205,0.0,2706.0,USDA,TERIYAKI SAUCE,11.76,0.0,11.76,5.88,Other,American,0.0,0,0,0,0,1,1,lunch
2.78,4.4,256.0,206,0.0,544.0,USDA,"WHEAT SUB ROLLS, WHEAT SUB",51.11,0.0,5.56,10.0,Other,American,1.11,0,0,0,0,1,1,lunch
0.0,0.0,250.0,207,0.0,0.0,USDA,GARDEN VEGETABLE DIP MIX,50.0,0.0,0.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
2.43,1.0,165.0,208,0.0,549.0,USDA,ORANGE CHICKEN FRIED RICE,28.64,7.0,3.4,4.37,Other,American,0.49,0,0,0,0,0,0,dinner
3.06,1.0,168.0,209,0.0,500.0,USDA,BROCCOLI BEEF FRIED RICE,23.47,8.0,2.04,3.57,Other,American,1.02,0,0,0,0,0,0,dinner
3.57,3.6,179.0,210,0.0,679.0,USDA,THE GOOD HEALTH CHEESE ALTERNATIVE,10.71,0.0,0.0,25.0,Other,American,0.0,1,0,1,0,1,0,lunch
20.0,0.0,467.0,211,0.0,100.0,USDA,"LEMON TARTLETS, LEMON, LEMON",66.67,67.0,46.67,6.67,Other,American,10.0,0,1,0,0,1,1,lunch
3.57,3.6,393.0,212,0.0,1036.0,USDA,BAKED PRETZEL RODS,82.14,0.0,3.57,10.71,Other,American,0.0,1,0,0,0,1,1,dinner
2.08,0.0,333.0,213,0.0,500.0,USDA,DESSERT SHELLS,75.0,62.0,41.67,4.17,Other,American,0.0,0,0,0,0,1,1,lunch
16.67,3.3,467.0,214,0.0,867.0,USDA,"CHICKEN FLAVORED SNACK CRACKERS, CHICKEN",70.0,0.0,10.0,6.67,Other,American,0.0,0,0,0,0,0,0,snack
30.77,3.8,538.0,215,0.0,346.0,USDA,"FUDGE PEANUT BUTTER FILLED COOKIES, FUDGE PEANUT BUTTER",57.69,0.0,30.77,7.69,Other,American,15.38,0,0,0,0,1,0,snack
27.27,3.0,515.0,216,0.0,242.0,USDA,"ORIGINAL CHOCOLATE CHIP COOKIES, ORIGINAL CHOCOLATE CHIP",66.67,0.0,30.3,3.03,Other,American,7.58,0,0,0,0,1,1,snack
28.57,0.0,357.0,217,0.0,821.0,USDA,"HAVARTI CHEESE, HAVARTI",3.57,89.0,0.0,21.43,Other,American,17.86,0,0,0,0,1,0,lunch
8.82,0.0,132.0,218,0.0,824.0,USDA,"MEDIUM SALSA CON QUESO, MEDIUM",8.82,15.0,2.94,2.94,Other,American,2.94,0,0,0,0,1,1,lunch
0.0,0.0,61.0,219,0.0,758.0,USDA,"GEORGIA MUSTARD BBQ SAUCE, GEORGIA MUSTARD",15.15,0.0,9.09,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,6.2,77.0,220,0.0,200.0,USDA,"REFRIED BLACK BEANS WITH ROASTED RED JALAPENO, ROASTED RED JALAPENO",13.85,0.0,0.77,4.62,Other,American,0.0,1,0,1,1,1,1,dinner
4.26,8.5,277.0,221,234.0,532.0,USDA,SPROUTED FAJITA SIZE TORTILLAS,48.94,0.0,2.13,10.64,Other,American,0.0,1,0,0,0,1,1,lunch
10.62,0.0,177.0,222,0.0,80.0,USDA,ORGANIC GROUND CHICKEN,0.88,84.0,0.0,18.58,Other,American,2.65,0,1,0,0,0,0,lunch
37.21,7.0,581.0,223,0.0,0.0,USDA,"72% COCOA CREME FILLED DARK CHOCOLATE, RASPBERRY ORANGE",55.81,0.0,39.53,4.65,Other,American,20.93,0,1,0,0,1,1,lunch
0.0,1.6,33.0,224,0.0,885.0,USDA,"EL MEXICANO, SALSA VERDE, MEXICAN GREEN SAUCE",6.56,0.0,3.28,1.64,Other,American,0.0,0,0,0,0,1,1,lunch
20.0,0.0,273.0,225,0.0,709.0,USDA,"PORK IN BBQ SAUCE, BBQ",9.09,55.0,5.45,12.73,Other,American,6.36,0,0,0,0,0,0,lunch
10.23,1.1,239.0,226,273.0,142.0,USDA,"BROWNIE BLAST VANILLA FROZEN DAIRY DESSERT SWIRLED WITH BROWNIES & FUDGE, BROWNIE BLAST",34.09,23.0,23.86,4.55,Other,American,3.98,0,0,0,0,1,1,lunch
3.8,8.7,207.0,227,152.0,147.0,USDA,"FRUIT & OATMEAL, PEACHES &VANILLA WALNUT",38.04,0.0,14.13,4.35,Other,American,0.54,0,0,0,1,1,1,snack
10.62,1.8,319.0,228,142.0,770.0,USDA,"SHELLS & CHEDDAR DELUXE MACARONI & CHEESE, SHELLS & CHEDDAR",45.13,13.0,3.54,10.62,Other,American,2.21,0,0,0,0,1,0,lunch
18.52,3.7,481.0,229,344.0,111.0,USDA,"DARK CHOCOLATE CREME FILLED WAFERS, DARK CHOCOLATE",70.37,0.0,40.74,3.7,Other,American,9.26,0,1,0,0,1,1,lunch
0.61,1.2,41.0,230,151.0,282.0,USDA,"MINESTRONE SOUP, MINESTRONE",6.94,0.0,1.63,1.63,Other,American,0.0,0,0,0,0,1,1,lunch
12.64,1.1,230.0,231,0.0,98.0,USDA,"CHOCO MINT CHIP PREMIUM ICE CREAM, CHOCO MINT CHIP",26.44,34.0,19.54,3.45,Other,American,8.05,0,1,0,0,1,0,snack
10.71,7.1,429.0,232,0.0,536.0,USDA,"LENTIL CRACKERS, CRACKED PEPPER, CRACKED PEPPER",71.43,0.0,3.57,17.86,Other,American,5.36,1,0,0,0,1,1,snack
0.0,0.0,4.0,233,0.0,238.0,USDA,"VEGETABLE STOCK, VEGETABLE",0.83,0.0,0.83,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
26.67,0.0,267.0,234,0.0,1567.0,USDA,ITALIAN DRESSING,10.0,0.0,6.67,0.0,Other,American,3.33,0,0,0,0,1,1,lunch
1.43,2.9,357.0,235,0.0,629.0,USDA,"MACARONI & CHEESE DINNER, ORIGINAL",72.86,0.0,10.0,12.86,Other,American,0.0,0,0,0,0,1,0,lunch
0.71,2.9,57.0,236,54.0,0.0,USDA,BLUEBERRIES,12.14,0.0,8.57,0.71,Other,American,0.0,0,1,0,1,1,1,lunch
9.84,1.6,230.0,237,0.0,115.0,USDA,"STUFF'D """"ORIGINAL"""" MOOSE TRACKS FROZEN DAIRY DESSERT, """"ORIGINAL"""" MOOSE TRACKS",34.43,8.0,24.59,3.28,Other,American,4.92,0,1,0,0,1,1,lunch
0.38,4.6,108.0,238,0.0,308.0,USDA,"MAPLE BAKED BEANS, MAPLE",21.54,0.0,7.69,5.38,Other,American,0.0,0,0,0,0,1,1,dinner
16.07,0.0,250.0,239,0.0,679.0,USDA,FRESCO CHEESE,7.14,71.0,0.0,21.43,Other,American,7.14,0,0,0,0,1,0,lunch
21.43,0.0,286.0,240,0.0,750.0,USDA,QUESO FRESCO CHEESE,3.57,71.0,3.57,21.43,Other,American,14.29,0,0,0,0,1,0,lunch
0.0,1.8,53.0,241,0.0,58.0,USDA,"NONFAT YOGURT, STRAWBERRY",8.85,4.0,6.19,3.54,Other,American,0.0,0,1,0,0,1,0,snack
0.0,0.9,22.0,242,0.0,108.0,USDA,PETITE DICED TOMATOES,4.31,0.0,2.59,0.86,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,1.6,32.0,243,0.0,63.0,USDA,"TOMATO PUREE, TOMATO",6.35,0.0,4.76,1.59,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,1.7,34.0,244,0.0,101.0,USDA,"BASIL, GARLIC & OREGANO CHUNKY CRUSHED TOMATOES, BASIL, GARLIC & OREGANO",6.72,0.0,3.36,0.84,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,6.2,85.0,245,0.0,338.0,USDA,AUTHENTIC REFRIED BEANS,14.62,0.0,0.77,5.38,Other,American,0.0,1,0,1,0,1,1,lunch
1.56,3.1,62.0,246,0.0,422.0,USDA,"PIZZA SAUCE, PEPPERONI FLAVORED, PEPPERONI FLAVORED",9.38,0.0,6.25,3.12,Other,American,0.0,0,0,0,0,1,1,lunch
2.97,0.0,89.0,247,356.0,396.0,USDA,"GORTON'S, CAJUN GRILLED FILLETS",0.99,50.0,0.0,14.85,Other,American,0.5,0,0,0,0,1,1,dinner
0.78,1.6,94.0,248,0.0,406.0,USDA,SLOPPY JOE SAUCE,20.31,0.0,15.62,1.56,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.8,29.0,249,0.0,125.0,USDA,"BASIL, GARLIC & OREGANO ITALIAN STYLE DICED TOMATOES, BASIL, GARLIC & OREGANO",5.83,0.0,4.17,0.83,Other,American,0.0,0,1,0,0,1,1,lunch
9.38,0.8,234.0,250,0.0,391.0,USDA,"BURRITOS, EGG, APPLEWOOD SMOKED BACON & CHEESE",28.12,59.0,0.78,8.59,Other,American,2.73,0,0,0,0,0,0,breakfast
0.0,0.0,400.0,251,0.0,0.0,USDA,CONFECTIONERS POWDERED SUGAR,100.0,0.0,100.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,375.0,252,0.0,0.0,USDA,"LIGHT BROWN SUGAR, LIGHT BROWN",100.0,0.0,100.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
40.62,6.2,531.0,253,0.0,109.0,USDA,PEANUT BUTTER BLENDED WITH DARK CHOCOLATE,37.5,0.0,21.88,18.75,Other,American,7.81,0,1,0,0,1,0,snack
17.86,7.1,429.0,254,0.0,89.0,USDA,"ORGANIC MORNING FRUIT & NUT GRANOLA MIX, PURPLE BERRY RAISIN",64.29,0.0,17.86,10.71,Other,American,1.79,0,1,0,1,1,1,snack
1.28,2.6,83.0,255,173.0,3.0,USDA,"ORGANIC MORNING SUPERGRAIN SMOOTHIE, PEAR PINEAPPLE",15.38,0.0,8.97,2.56,Other,American,0.0,0,1,0,1,1,1,breakfast
2.38,4.8,381.0,256,0.0,167.0,USDA,"MORNING MULTILINGUAL CRUNCH BITES, PURPLE BERRY & CARROT",85.71,0.0,28.57,4.76,Other,American,0.0,0,0,0,1,1,1,lunch
4.17,0.0,167.0,257,0.0,694.0,USDA,"SPINACH SALAD DRESSING, SPINACH SALAD",30.56,0.0,27.78,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
53.33,0.0,500.0,258,0.0,867.0,USDA,"CHUNKY BLUE CHEESE DRESSING, CHUNKY BLUE CHEESE",3.33,50.0,3.33,3.33,Other,American,10.0,0,0,0,0,1,0,lunch
33.33,0.0,400.0,259,0.0,667.0,USDA,"COLBY-JACK NATURAL CHEESE CUBES SNACKS, COLBY-JACK",3.33,100.0,0.0,23.33,Other,American,20.0,0,0,0,0,1,0,snack
26.79,0.0,321.0,260,0.0,875.0,USDA,"SMOKED SKINLESS SAUSAGE, SMOKED",7.14,62.0,7.14,10.71,Other,American,10.71,0,0,0,0,0,0,lunch
1.79,3.6,375.0,261,0.0,36.0,USDA,"TRI-COLOR PASTA 100% SEMOLINA PLAIN, SUNDRIED TOMATO & SPINACH",75.0,0.0,5.36,12.5,Other,American,0.0,0,1,0,1,1,1,dinner
4.42,0.0,106.0,262,124.0,319.0,USDA,LARGE CURD COTTAGE CHEESE,4.42,22.0,3.54,11.5,Other,American,3.1,0,0,0,0,1,0,lunch
6.15,4.6,400.0,263,0.0,538.0,USDA,"CINNA-APPLE WALNUT INSTANT HOT CEREAL, CINNA-APPLE WALNUT",78.46,0.0,33.85,4.62,Other,American,0.77,0,0,0,0,1,1,snack
3.53,0.0,88.0,264,206.0,65.0,USDA,"VANILLA WHOLE MILK YOGURT, VANILLA",8.82,15.0,8.24,4.12,Other,American,2.06,0,1,0,0,1,0,snack
8.2,11.5,393.0,265,372.0,0.0,USDA,"BROWN SUGAR AND MAPLE WITH FLAX & CHIA GLUTEN FREE OATMEAL, BROWN SUGAR AND MAPLE",0.0,0.0,16.39,11.48,Other,American,1.64,0,1,0,1,1,1,breakfast
3.57,0.0,393.0,266,0.0,1000.0,USDA,"BIRTHDAY CAKE INSTANT PUDDING WITH SPRINKLES PACKET, BIRTHDAY CAKE",89.29,0.0,78.57,0.0,Other,American,3.57,0,0,0,0,1,1,lunch
5.36,0.0,393.0,267,0.0,1000.0,USDA,"COOKIE DOUGH INSTANT PUDDING WITH CHOCOLATE CHIP PACKET, COOKIE DOUGH",89.29,0.0,75.0,0.0,Other,American,3.57,0,0,0,0,1,1,snack
3.57,0.0,393.0,268,0.0,1000.0,USDA,"INSTANT PUDDING, MARSHMALLOW CHOCOLATE CHIP",89.29,0.0,78.57,0.0,Other,American,1.79,0,0,0,0,1,1,snack
2.0,0.0,400.0,269,300.0,260.0,USDA,"CHOCOLATE DRINK MIX, CHOCOLATE",88.0,0.0,76.0,4.0,Other,American,0.0,0,0,0,0,1,1,lunch
2.0,0.0,400.0,270,300.0,260.0,USDA,"CHOCOLATE DRINK MIX, CHOCOLATE",88.0,0.0,76.0,4.0,Other,American,0.0,0,0,0,0,1,1,lunch
12.12,0.0,242.0,271,0.0,91.0,USDA,"CHOCOLATE CHIP COOKIE DOUGH CHUNKS OF REAL CHOCOLATE CHIP COOKIE DOUGH AND RICH FUDGE CHUNKS IN FLAVORED VANILLA ICE CREAM, CHOCOLATE CHIP COOKIE DOUGH",31.82,45.0,22.73,3.03,Other,American,7.58,0,1,0,0,1,0,snack
9.09,0.0,182.0,272,0.0,68.0,USDA,"STRAWBERRIES & CREAM OLD FASHIONED ICE CREAM, STRAWBERRIES & CREAM",25.76,38.0,19.7,3.03,Other,American,5.3,0,1,0,0,1,0,lunch
10.61,0.0,212.0,273,0.0,83.0,USDA,"VANILLA FLAVORED OLD FASHIONED FROZEN CUSTARD, VANILLA",27.27,76.0,18.18,3.03,Other,American,6.06,0,1,0,0,1,1,lunch
0.0,16.7,333.0,274,0.0,4333.0,USDA,"TACO SEASONING MIX, TACO",66.67,0.0,0.0,0.0,Other,American,0.0,1,0,0,0,1,1,lunch
0.0,3.3,33.0,275,0.0,383.0,USDA,GREEN CHILE SAUCE,6.67,0.0,3.33,3.33,Other,American,0.0,1,0,1,0,1,1,lunch
0.0,0.0,357.0,276,0.0,4286.0,USDA,"GLUTEN FREE TURKEY FLAVORED GRAVY MIX, TURKEY",71.43,0.0,28.57,0.0,Other,American,0.0,0,0,0,0,0,0,lunch
0.0,0.0,357.0,277,0.0,4714.0,USDA,BROWN GRAVY MIX,71.43,0.0,28.57,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
4.29,5.7,257.0,278,171.0,400.0,USDA,SWEET MULTIGRAIN ROLLS,42.86,0.0,8.57,11.43,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,1.2,18.0,279,0.0,59.0,USDA,EASY LEAVES PETITES,3.53,0.0,0.0,1.18,Other,American,0.0,0,1,0,0,1,1,lunch
46.67,10.0,600.0,280,0.0,0.0,USDA,RAW ALMONDS,20.0,0.0,3.33,26.67,Other,American,6.67,1,1,1,0,1,1,lunch
0.0,7.7,346.0,281,0.0,1654.0,USDA,"SOUP MIX, SOUP MIX",69.23,0.0,7.69,15.38,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,310.0,282,0.0,24.0,USDA,GUMMY BRITEWORMS,71.43,0.0,52.38,7.14,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,325.0,283,0.0,38.0,USDA,GUMMY BEARS,72.5,0.0,65.0,7.5,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,326.0,284,0.0,58.0,USDA,GUMMY WATERMELON RINGS,79.07,0.0,53.49,4.65,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,300.0,285,0.0,12.0,USDA,GUMMY APPLE RINGS,70.0,0.0,50.0,5.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,325.0,286,0.0,200.0,USDA,GUMMY BLUE SHARKS,75.0,0.0,50.0,5.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,308.0,287,0.0,38.0,USDA,GUMMY SOUR WARMS,69.23,0.0,64.1,7.69,Other,American,0.0,0,1,0,0,1,1,lunch
3.0,1.0,103.0,288,0.0,325.0,USDA,INDIAN SPICES GARAM MASALA,14.0,0.0,0.0,5.0,Other,American,0.0,0,0,0,0,1,1,lunch
6.0,1.0,138.0,289,0.0,520.0,USDA,SPLENDID PEAS POTATO ALOO MUTTER,19.0,15.0,0.0,2.0,Other,American,3.0,0,0,0,0,1,1,lunch
