exercise_id,name,type,body_part,equipment,level,description,type_Strength,type_Cardio,type_Flexibility,body_part_Chest,body_part_Back,body_part_Legs,body_part_Arms,body_part_Shoulders,body_part_Abdominals,body_part_Full Body,body_part_Other,equipment_None,equipment_Bands,equipment_Barbell,equipment_Dumbbell,equipment_Machine,difficulty,is_compound,cardio_intensity,injury_risk,rating_norm
591,MetaBurn Sit-Through,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
592,MetaBurn Sit-Up To V-Up,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
593,MetaBurn Sit-Up With Rotation,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
594,MetaBurn Split-Leg Crunch,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
595,MetaBurn Tabletop Hip Thrust,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
596,MetaBurn Tabletop With Russian Kick,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
597,MetaBurn Toe Driver Abs,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
598,MetaBurn-V-Up,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
599,X-body V-up,Strength,Abdominals,None,Intermediate,"The X-body V-up is a bodyweight abdominal exercise performed on the floor. It is similar to the popular V-up exercise, but is performed with the arms and legs out wide in an X-shape. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
600,MetaBurn Swivel Crunch,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
601,Robertson Core-Engaged Dead Bug,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
602,FYR2 Double-Under,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
603,FYR2 Fire Feet with Burpee Tuck Jump Drill,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0.8999999999999999,0.2,0.0
604,FYR2 Flutter Kick,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
605,FYR2 Half-Moon,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
606,FYR2 Leopard Crawl,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
607,FYR2 Plank Alternating Front Step,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
608,FYR2 Shoulder Tap,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
609,Hand shift plank,Strength,Abdominals,None,Intermediate,The hand shift plank is a progression of the straight-arm plank exercise where you maintain a plank position as you shift your hands side to side. The additional movement forces the core muscles to work harder to stabilize.,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
610,Cross-body plank march,Strength,Abdominals,None,Intermediate,"The cross-body plank march is an exercise targeting the entire core but especially the obliques. It’s more difficult than a standard plank, with the extra stabilization challenge of bringing one knee at a time off the ground toward the opposing elbow. This will increase the challenge to the core and shoulder muscles, but also present a coordination and balance challenge.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
611,Bent-knee Copenhagen hip adduction,Strength,Abdominals,None,Intermediate,"The bent-knee Copenhagen hip adduction is an advanced exercise that combines the isometric stabilization of the Copenhagen plank with dynamic adductions to challenge the core stabilizers and adductors. This exercise targets the same muscles as the side plank, including the obliques, shoulders, and lateral hips, but places extra emphasis on the adductors and is more difficult than side planks on the floor. Most lifters will need to progress to this version after mastering the basic side plank or Copenhagen plank first.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
612,Copenhagen plank,Strength,Abdominals,None,Intermediate,"The Copenhagen plank is an advanced version of the side plank performed with one foot on a bench and the other foot hovering under it. This exercise targets the same muscles as the side plank, including the obliques, shoulders, and lateral hips, but places extra emphasis on the adductors and is more difficult than side planks on the floor. Most lifters will need to progress to this version after mastering the basic side plank or feet-elevated side plank first.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
613,ACFT Hanging leg tuck,Strength,Abdominals,None,Intermediate,"The hanging leg tuck is an exercise targeting the entire body, including the arms, upper back, abs, and hip flexors. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It is performe while hanging from a bar and combines elements of a pull-up with a leg raise. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
614,Alternating hanging knee raise,Strength,Abdominals,None,Intermediate,"The alternating hanging knee raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one knee at a time and alternate with each rep as if marching in place. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
615,Plank To Sphinx,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
616,Twisting Mountain Climbers,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
617,Jack Knives,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
618,Hanging Leg Raises,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
619,Dumbbell suitcase crunch,Strength,Abdominals,None,Intermediate,"The dumbbell suitcase crunch is a weighted version of a popular abdominal training exercise. The simple addition of a weight makes the suitcase crunch far more difficult, helping build the ""six pack"" muscles and providing a different stimulus to the core during training.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.9375
620,Medicine ball rotational throw,Strength,Abdominals,None,Intermediate,"The medicine ball rotational throw is an explosive exercise targeting the abdominals, including the obliques, as well as the hips and upper back. It involves standing sideways to the wall and twisting the torso to hurl a medicine ball into the wall, then catching the ball on the ricochet. It can be performed for lower reps with a focus on power, or for higher reps with a focus on fat loss and conditioning.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0.7,0.2,0.0
621,Hollow-hold ball toss,Strength,Abdominals,None,Intermediate,"The hollow-hold ball toss is a more difficult version of the hollow-body hold exercise. It involves tossing a ball to a partner while maintaining an isometric hold in the hollow-body position. It can be done for reps or time in any ab-focused workout, or in an ""I go, you go"" format.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
622,Partner front Russian twist and pass,Strength,Abdominals,None,Beginner,"The partner front Russian twist and pass is a weighted version of a popular abdominal training exercise that also utilizes a training partner to add another dynamic component. It targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in an ab-focused portion of any workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.2,0.0
623,Sit-up with single-arm overhand throw,Strength,Abdominals,None,Intermediate,"The sit-up with single-arm overhand throw is an exercise targeting the core muscles, but the inclusion of the throw also brings in other upper-body muscles. When you come to the top of the sit-up position, you throw a medicine ball using one arm to a partner who then throws it right back to you to be caught with both hands. It can be performed for time or reps as part of the ab-focused portion of any workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0.7,0.2,0.0
624,Medicine ball partner twist,Strength,Abdominals,None,Intermediate,"The medicine ball partner twist is a plyometrics exercise targeting the core muscles, particularly the obliques. You and a partner stand back to back and rotate in unison to pass a medicine ball back and forth on alternating sides.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
625,Partner side Russian twist and pass,Strength,Abdominals,None,Beginner,"The partner side Russian twist and pass is a weighted version of a popular abdominal training exercise that also utilizes a training partner to add another dynamic component. It primarily targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in an ab-focused portion of any workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.2,0.0
626,Medicine ball half moon,Strength,Abdominals,None,Intermediate,"The medicine ball half moon is a dynamic core exercise performed around and over a medicine ball or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, and targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a medicine ball and bodyweight circuit workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
627,Exercise ball roll-out,Strength,Abdominals,None,Intermediate,"The exercise ball roll-out is an exercise that strengthens the core, shoulders and upper- back muscles. It starts in a plank-style position, with the arms resting on a ball. Then, roll the ball out in front of you as far as you can while maintaining a strong, neutral spinal position. The lack of stability from the ball increases the degree of difficulty. This is a difficult movement, and beginners may need to use a limited range of motion.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
628,Medicine ball pass,Strength,Abdominals,None,Intermediate,"The medicine ball pass is a simple partner-based exercise that involves throwing a weighted ball back and forth. It can be part of a dynamic warm-up for lifting or athletics, but can also work as active rest or as a component of circuit training.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
629,Partner medicine ball sit-up,Strength,Abdominals,None,Intermediate,"The partner medicine ball sit-up is a more difficult version of the traditional abdominal exercise. Two partners pass a medicine ball back and forth at the top of each rep, so each one must alternate a weighted rep with an unweighted rep. This technique can be done for reps or time in any ab-focused workout, in an ""I go, you go"" format.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
630,Medicine ball Russian twist,Strength,Abdominals,None,Intermediate,"The medicine ball Russian twist is a weighted version of a popular abdominal training exercise. It targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in the ab-focused portion of any workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
631,30 Medicine Ball Slam,Strength,Abdominals,None,Intermediate,"The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
632,Medicine ball twist,Strength,Abdominals,None,Intermediate,"The medicine ball twist is an exercise targeting the abdominal muscles, particularly the obliques. It is similar in many ways to a Russian twist exercise. The ball is held tight to the chest throughout the movement, and then the torso is rotated from side to side for the desired number of reps or a set amount of time.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
633,FYR2 Medicine Ball Complex,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
634,FYR2 Medicine Ball Fire-Feet Drill,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
635,FYR2 Medicine Ball Knees-to-Chest,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
636,FYR2 Medicine Ball Mountain Climber,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
637,Decline oblique crunch,Strength,Abdominals,None,Intermediate,"The decline oblique crunch is a popular bodyweight exercise targeting the obliques and the rectus abdominis or ""six-pack"" muscles. It is usually performed for high reps, such as 10-15 reps per set or more, as part of the ab-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.8854166666666667
638,Decline sit-up,Strength,Abdominals,None,Intermediate,"The decline sit-up is a bodyweight core exercise that works the rectus abdominis or ""six pack"" muscles. Sit-up variations are usually performed for moderate to high reps, such as 10-15 reps per set or more, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
639,Hanging Windshield Wiper,Strength,Abdominals,None,Intermediate,"The hanging windshield wiper is an advanced abdominal training exercise that is also extremely challenging to other muscles of the upper body, including the lats (latissimus dorsi), biceps, and grip. It requires—and builds—great strength in the rectus abdominis or ""six-pack"" muscles, as well as the obliques and deep core muscles. If you can't perform it hanging from a bar, the lying windshield wiper on the floor provides some of the same benefits.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
640,Exercise Ball Pull-In,Strength,Abdominals,None,Intermediate,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.9270833333333334
641,Exercise ball crunch,Strength,Abdominals,None,Intermediate,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo focusing on a hard contraction, or for higher reps.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.8750000000000001
642,Feet-elevated crunch,Strength,Abdominals,None,Intermediate,"The feet-elevated crunch is a variation on the basic crunch, a very popular ab move. Resting the feet on a bench takes some of the hip flexor activation out of the movement, focusing the stress more on the abs. It may have a small range of motion, but this movement produces a major burn.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.7604166666666666
643,Weighted Ball Side Bend,Strength,Abdominals,None,Beginner,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.2,0.6666666666666667
644,Swiss Ball Ab Roll-Out,Strength,Abdominals,None,Intermediate,"The exercise ball roll-out is an exercise that strengthens the core, shoulders and upper- back muscles. It starts in a plank-style position, with the arms resting on a ball. Then, you roll the ball out in front of you as far as you can while maintaining a strong, neutral spinal position. The lack of stability from the ball increases the degree of difficulty. This is a difficult movement, and beginners may need to use a limited range of motion.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
645,Exercise Ball Cable Crunch - Gethin Variation,Strength,Abdominals,Machine,Intermediate,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0.7,0.2,0.0
646,Exercise ball squat and twist,Strength,Abdominals,None,Intermediate,"The exercise ball squat and twist is a combination exercise targeting the quads, but also the obliques because of the twisting motion with each repetition. The exercise ball is held close to the chest throughout. Because it is a lightweight movement, it is usually performed for high reps or for time, and can be a great part of a bodyweight and exercise ball circuit.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0.0,0.2,0.0
647,Swiss Ball V-Up With Foot Pass,Strength,Abdominals,None,Intermediate,"The exercise ball V-up is a popular movement to target the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. It involves passing an exercise ball or yoga ball back and forth between the hands and feet while performing V-ups. It can be performed for reps or time as part of any ab-focused workout or bodyweight circuit.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
648,Exercise ball pike,Strength,Abdominals,None,Intermediate,"The exercise ball pike is a challenging move that targets the core. It involves thrusting the hips into full flexion over a ball, then extending out to a foot-elevated plank with the feet on the ball. It's a challenging move from a strength perspective, but also for balance. It can be the centerpiece of an ab workout or go along with other body weight or ball movements in an ab circuit.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
649,Exercise ball bird dog,Strength,Abdominals,None,Intermediate,"The exercise ball bird dog is a dynamic movement focusing on the glutes and the postural muscles of the upper back. When performing it, use an exercise ball that is tall enough to support your chest and core, but short enough to allow your hands and knees to reach the ground. It is slightly easier than a bodyweight bird dog and can work as a regression for that movement. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
650,Exercise ball superman,Strength,Abdominals,None,Intermediate,"The exercise ball superman is a slightly more advanced variation of the bodyweight superman exercise. It targets many muscles along the posterior or backside of the body, including the rear deltoids, trapezius, spinal erectors, glutes, and hamstrings. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
651,BOSU cross-body crunch,Strength,Abdominals,None,Intermediate,"The BOSU cross-body crunch is a dynamic abdominal exercise performed on a BOSU ball or other stability training device. It targets several of the muscles in the core, including the obliques and the rectus abdominis or ""six-pack"" muscles. It is usually performed in alternating reps, either for time or a number of reps, as part of an ab-focused workout or a circuit involving body weight or the BOSU ball.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
652,Exercise Ball Knee Tuck - Gethin Varation,Strength,Abdominals,None,Intermediate,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
653,Alternating Exercise Ball Knee Tucks - Gethin Variation,Strength,Abdominals,None,Intermediate,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
654,AM Ball Crunch,Strength,Abdominals,None,Intermediate,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
655,30 Bosu Cable Reverse Crunch,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.0
656,BOSU knee tuck,Strength,Abdominals,None,Intermediate,"The BOSU knee tuck is a dynamic abdominal movement performed on a BOSU ball or other stability training device. It primarily targets the rectus abdominis or ""six-pack"" muscles of the core. It can be performed for time or reps as part of an ab-focused workout or a circuit involving body weight or the BOSU ball.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
657,30 Side Plank On Ball,Strength,Abdominals,None,Intermediate,"The feet-elevated side plank on ball is a more advanced version of a traditional bodyweight side plank. The feet are balanced on an exercise ball, providing a balance challenge but also increasing the load placed upon the obliques and shoulder muscles. It is usually performed for timed holds, either one side at a time or alternating sides. If a ball is unavailable, some of the benefits of the movement can be obtained by performing side planks with the feet elevated on a couch, chair, bench, or other stable object.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
658,Hanging exercise ball leg raise,Strength,Abdominals,None,Intermediate,"The hanging exercise ball leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of an apparatus, it's performed hanging from a bar with an exercise ball held between the legs.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
659,Taylor Exercise Ball Stir-The-Pot,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
660,FYR2 Air Ball,Strength,Abdominals,None,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
661,Feet-elevated plank on ball,Strength,Abdominals,None,Intermediate,"The feet-elevated plank is a variation on the straight-arm plank, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than straight-arm planks on the floor, but also puts more emphasis on the shoulder muscles. It is often used as a shoulder and core warm-up, or as a burnout movement for a chest or shoulder workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.0
